"","lhs","op","rhs","exo","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"160","cmi9","~~","cmi9",0,0.851177818335248,0.0981136147409397,8.67543022018614,0,0.658878667049968,1.04347696962053,0.851177818335248,0.614100288774742,0.614100288774742
"161","cmi10","~~","cmi10",0,0.700550976157883,0.0812154727754606,8.62583141139524,0,0.541371574530587,0.859730377785179,0.700550976157883,0.547130197597696,0.547130197597696
"162","cmi11","~~","cmi11",0,0.563794680265447,0.0657325793185107,8.57709656475749,0,0.434961192190244,0.69262816834065,0.563794680265447,0.494182414694475,0.494182414694475
"163","cmi12","~~","cmi12",0,0.873737112103869,0.101212458238798,8.63270319986104,0,0.675364339169062,1.07210988503868,0.873737112103869,0.555523257913903,0.555523257913903
"164","cmi13","~~","cmi13",0,0.952416058174435,0.110017471239237,8.65695282255101,0,0.73678577687536,1.16804633947351,0.952416058174435,0.587317907071219,0.587317907071219
"165","cmi14","~~","cmi14",0,0.862190097360728,0.0996074566135453,8.65587905437475,0,0.666963069806544,1.05741712491491,0.862190097360728,0.585833191332927,0.585833191332927
"166","cmi15","~~","cmi15",0,0.713103539506358,0.0821719421292655,8.6781877247658,0,0.552049492393288,0.874157586619428,0.713103539506358,0.618308210426041,0.618308210426041
"167","cmi16","~~","cmi16",0,0.957851384639717,0.110255114023004,8.68759143852379,0,0.741755332043272,1.17394743723616,0.957851384639717,0.633102427087235,0.633102427087235
"168","cmi17","~~","cmi17",0,0.958044932281091,0.110800155440596,8.64660278202168,0,0.740880618136084,1.1752092464261,0.958044932281091,0.573312761113879,0.573312761113879
"169","cmi18","~~","cmi18",0,0.83889568657771,0.0970719346323149,8.64200028314306,0,0.648638190788746,1.02915318236667,0.83889568657771,0.567297298841259,0.567297298841259
"170","cmi19","~~","cmi19",0,0.807469830371503,0.0931184377059614,8.67142802504095,0,0.624961046171183,0.989978614571824,0.807469830371503,0.608093923778687,0.608093923778687
"171","cmi20","~~","cmi20",0,0.689055779299223,0.0793530552898142,8.68341838613076,0,0.533526648867972,0.844584909730475,0.689055779299223,0.626450750419461,0.626450750419461
"172","cmi21","~~","cmi21",0,0.574811785442419,0.0663495381436431,8.66338789273834,0,0.444769080290011,0.704854490594826,0.574811785442419,0.596375987640224,0.596375987640224
"173","cmi22","~~","cmi22",0,0.693615366933128,0.0804213863646288,8.62476261958841,0,0.535992346071675,0.851238387794581,0.693615366933128,0.545847545773014,0.545847545773014
"174","cmi23","~~","cmi23",0,1.08369122292424,0.124498145192237,8.70447685185123,0,0.83967934220542,1.32770310364307,1.08369122292424,0.661524744814133,0.661524744814133
"175","cmi24","~~","cmi24",0,0.770319937755028,0.0889578731736051,8.65937898775655,0,0.59596571019348,0.944674165316575,0.770319937755028,0.590700489129818,0.590700489129818
"176","cmi25","~~","cmi25",0,0.914917634127666,0.105717102507137,8.65439566947931,0,0.707715920663749,1.12211934759158,0.914917634127666,0.583794403720758,0.583794403720758
"177","cmi26","~~","cmi26",0,0.889506724523088,0.101966634091797,8.72350776747512,0,0.689655794078391,1.08935765496778,0.889506724523088,0.696782122172447,0.696782122172447
"178","cmi27","~~","cmi27",0,0.664463505196304,0.0772733887423706,8.59886587103906,0,0.513010446297895,0.815916564094713,0.664463505196304,0.516509247332671,0.516509247332671
"179","cmi28","~~","cmi28",0,0.666845978653158,0.077414156887994,8.6140055702987,0,0.515117019259156,0.818574938047159,0.666845978653158,0.533265374155158,0.533265374155158
"180","cmi29","~~","cmi29",0,0.864061058145551,0.0990059071555182,8.72736872950708,0,0.670013045864019,1.05810907042708,0.864061058145551,0.704398893947176,0.704398893947176
"181","cmi30","~~","cmi30",0,0.742759679196503,0.085989855052482,8.63775940479463,0,0.574222660257819,0.911296698135188,0.742759679196503,0.561865206879573,0.561865206879573
"182","cmi31","~~","cmi31",0,0.769772705197535,0.0891175829083705,8.63771974144546,0,0.595105452307866,0.944439958087203,0.769772705197535,0.561814893785832,0.561814893785832
"183","cmi32","~~","cmi32",0,0.669996529607441,0.0774158215048076,8.65451682335805,0,0.518264307624437,0.821728751590446,0.669996529607441,0.580066539034134,0.580066539034134
"184","cmi33","~~","cmi33",0,0.73601917046297,0.0856497960625561,8.59335578482175,0,0.568148654897159,0.90388968602878,0.73601917046297,0.510669403889633,0.510669403889633
"185","cmi34","~~","cmi34",0,0.856197877391531,0.0990053274741908,8.64799803439597,0,0.662151001264524,1.05024475351854,0.856197877391531,0.575161648190634,0.575161648190634
"186","cmi35","~~","cmi35",0,0.897722353785888,0.103326187086964,8.68823653610994,0,0.695206748435592,1.10023795913618,0.897722353785888,0.634143319355403,0.634143319355403
"187","cmi36","~~","cmi36",0,0.838666201229596,0.0963093717776321,8.70804352421678,0,0.649903301171759,1.02742910128743,0.838666201229596,0.667858077320591,0.667858077320591
"188","cmi37","~~","cmi37",0,1.1434434781751,0.131338249568316,8.706096525067,0,0.886025239228666,1.40086171712153,1.1434434781751,0.664385835323353,0.664385835323353
"189","cmi38","~~","cmi38",0,0.930354923578994,0.107791674381214,8.63104621873412,0,0.719087123958546,1.14162272319944,0.930354923578994,0.553475970342565,0.553475970342565
"190","cmi39","~~","cmi39",0,0.697578475844249,0.0808498762621736,8.62807103850346,0,0.539115630215869,0.856041321472629,0.697578475844249,0.549837620760479,0.549837620760479
"191","cmi40","~~","cmi40",0,0.78355021751103,0.0914162675125817,8.57123396996262,0,0.604377625585291,0.962722809436769,0.78355021751103,0.488495950411509,0.488495950411509
"192","cmi41","~~","cmi41",0,0.726954719048501,0.0842639189242184,8.62711737513986,0,0.56180047276083,0.892108965336172,0.726954719048501,0.548681493081657,0.548681493081657
"193","cmi42","~~","cmi42",0,0.803765466433084,0.0932578441690967,8.61874380213725,0,0.620983450585806,0.986547482280362,0.803765466433084,0.538735279405644,0.538735279405644
"194","cmi43","~~","cmi43",0,0.689788293945289,0.0809312957759941,8.52313418846673,0,0.531165869002182,0.848410718888396,0.689788293945289,0.446358511883624,0.446358511883624
"195","cmi44","~~","cmi44",0,0.637591056267175,0.0736770821845759,8.65385866760957,0,0.493186628699408,0.781995483834941,0.637591056267175,0.583059835678963,0.583059835678963
"196","cmi45","~~","cmi45",0,0.617524913851062,0.0715561142707594,8.62993917632845,0,0.477277507006741,0.757772320695383,0.617524913851062,0.552116553442055,0.552116553442055
"197","cmi46","~~","cmi46",0,0.98769604594485,0.113471081481127,8.7043855848781,0,0.765296812955031,1.21009527893467,0.98769604594485,0.661364258770463,0.661364258770463
"198","cmi47","~~","cmi47",0,1.378230821398,0.15852883829238,8.69388078688926,0,1.06752000783396,1.68894163496203,1.378230821398,0.643398742511494,0.643398742511494
"199","pwb1","~~","pwb1",0,0.427613113320214,0.0552744956593656,7.73617394820607,0.0000000000000102140518265514,0.319277092564242,0.535949134076186,0.427613113320214,0.616674073881049,0.616674073881049
"200","pwb2","~~","pwb2",0,0.321555939726201,0.0448995154021771,7.16167951582411,0.000000000000796918087075937,0.233554506614632,0.40955737283777,0.321555939726201,0.51391475015475,0.51391475015475
"201","pwb3","~~","pwb3",0,0.481002593099405,0.0563445778606761,8.53680356411198,0,0.370569249768367,0.591435936430443,0.481002593099405,0.855928406897462,0.855928406897462
"202","pwb4","~~","pwb4",0,0.388656907074834,0.0463278481900749,8.38927172875037,0,0.297855993141048,0.47945782100862,0.388656907074834,0.798577195233924,0.798577195233924
"203","pwb5","~~","pwb5",0,0.414895475799755,0.0528315569602712,7.85317525492866,0.00000000000000399680288865056,0.311347526910448,0.518443424689063,0.414895475799755,0.642827549718731,0.642827549718731
"204","pwb6","~~","pwb6",0,0.356022143748891,0.0436946502370545,8.14795728578626,0.000000000000000444089209850063,0.270382202967189,0.441662084530592,0.356022143748891,0.719908233447126,0.719908233447126
"205","pwb7","~~","pwb7",0,0.502146278570297,0.0587253084164501,8.55076443378262,0,0.387046789093048,0.617245768047546,0.502146278570297,0.861792457124249,0.861792457124249
"206","pwb8","~~","pwb8",0,0.41525270397741,0.0502208145782017,8.26853780578959,0.000000000000000222044604925031,0.31682171612987,0.513683691824949,0.41525270397741,0.757145113599817,0.757145113599817
"207","pwb9","~~","pwb9",0,0.356481227535373,0.0429884014077936,8.2924978799222,0,0.272225509023147,0.4407369460476,0.356481227535373,0.76501618194799,0.76501618194799
"208","pwb10","~~","pwb10",0,0.48888431957074,0.0621763377685141,7.86286772615786,0.00000000000000377475828372553,0.367020936853855,0.610747702287625,0.48888431957074,0.645095085030814,0.645095085030814
"209","pwb11","~~","pwb11",0,0.598350992331157,0.0697710414808762,8.57592175251048,0,0.461602263864789,0.735099720797524,0.598350992331157,0.872568096108534,0.872568096108534
"210","REMS","~~","REMS",0,0.079453848777573,0.0207017419582159,3.83802720263549,0.000124026745084604,0.0388791801222282,0.120028517432918,1,1,1
"211","CMI","~~","CMI",0,0.757870925629212,0.128087840540885,5.91680617323941,0.00000000328253135783996,0.506823371311568,1.00891847994685,1,1,1
"212","PWB","~~","PWB",0,0.265805227796388,0.0673142359615752,3.94872234675764,0.0000785694176874685,0.13387174966487,0.397738705927907,1,1,1
