"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","YrsAgo_1","Discipline","EdLvl","Rqrd","USinst","myGrade","format","Virtual_1","Virtual_2","Virtual_3","Virtual_4","Virtual_5","Virtual_6","StaffNum","1_iPronouns","1_iGenderConf","1_iRace","1_iUS","1_iDis","2_iPronouns","2_iGenderConf","2_iRace","2_iUS","2_iDis","3_iPronouns","3_iGenderConf","3_iRace","3_iUS","3_iDis","4_iPronouns","4_iGenderConf","4_iRace","4_iUS","4_iDis","5_iPronouns","5_iGenderConf","5_iRace","5_iUS","5_iDis","6_iPronouns","6_iGenderConf","6_iRace","6_iUS","6_iDis","7_iPronouns","7_iGenderConf","7_iRace","7_iUS","7_iDis","8_iPronouns","8_iGenderConf","8_iRace","8_iUS","8_iDis","9_iPronouns","9_iGenderConf","9_iRace","9_iUS","9_iDis","10_iPronouns","10_iGenderConf","10_iRace","10_iUS","10_iDis","Gender_10","Gender_11","Gender_13","Intl_1","Intl_2","Intl_4","Disability_4","Disability_5","Disability_6","Race_10","Race_1","Race_7","Race_8","Race_2","StudyHrs_1","myCntrb_1","myCntrb_2","myCntrb_3","cEval_1","cEval_2","cEval_3","cEval_4","cEval_5","cEval_6","cEval_7","cEval_8","cEval_9","cEval_10","cEval_11","cEval_12","cEval_13","cEval_14","cEval_15","cEval_20","cEval_16","cEval_17","cEval_18","cEval_19","USstdnt","myEdLvl","firstGen","Belong_1","Belong_2","Belong_3","Institution_0","Institution_1","Institution_2","Blst_1","Blst_2","Blst_3","Blst_4","Blst_5","Blst_6","nBSoC_1","nBSoC_2","nBSoC_3","nBSoC_4","nBSoC_5","nBSoC_6","INTst_1","INTst_2","INTst_3","INTst_4","INTst_5","INTst_6","wDIS_1","wDIS_2","wDIS_3","wDIS_4","wDIS_5","wDIS_6","LGBTQ_1","LGBTQ_2","LGBTQ_3","LGBTQ_4","LGBTQ_5","LGBTQ_6","Climate_DO_Blst_1","Climate_DO_Blst_2","Climate_DO_Blst_3","Climate_DO_Blst_4","Climate_DO_Blst_5","Climate_DO_Blst_6","Climate_DO_nBSoC_1","Climate_DO_nBSoC_2","Climate_DO_nBSoC_3","Climate_DO_nBSoC_4","Climate_DO_nBSoC_5","Climate_DO_nBSoC_6","Climate_DO_INTst_1","Climate_DO_INTst_2","Climate_DO_INTst_3","Climate_DO_INTst_4","Climate_DO_INTst_5","Climate_DO_INTst_6","Climate_DO_wDIS_1","Climate_DO_wDIS_2","Climate_DO_wDIS_3","Climate_DO_wDIS_4","Climate_DO_wDIS_5","Climate_DO_wDIS_6","Climate_DO_LGBTQ_1","Climate_DO_LGBTQ_2","Climate_DO_LGBTQ_3","Climate_DO_LGBTQ_4","Climate_DO_LGBTQ_5","Climate_DO_LGBTQ_6"
2021-03-17 14:40:06,2021-03-17 14:52:32,0,100,745,1,2021-03-17 14:52:32,"R_1nV1fpy1Kc1vVTa","anonymous","EN",1,0,9,5,1,0,1,4,NA,NA,NA,NA,1,NA,4,1,1,3,0,1,1,1,3,0,1,1,1,3,0,1,1,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,3,2,3,95,2,0,98,2,9,2,2,85,2,16,4,5,5,1,4,2,4,3,2,2,2,2,2,3,4,1,4,1,4,1,1,1,1,1,9,0,4,4,4,1,2,3,2,2,4,5,4,4,2,7,7,5,7,3,4,3,2,4,1,4,2,3,1,5,2,5,5,2,2,2,2,2,28,20,9,12,18,21,22,25,7,8,16,30,19,2,27,3,5,11,1,4,6,26,13,10,14,15,17,23,29,24
2021-03-17 16:53:35,2021-03-17 17:00:15,0,100,399,1,2021-03-17 17:00:16,"R_1QlWfw2kNH7uOWo","anonymous","EN",1,0,9,5,1,0,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,11,14,1,96,3,3,65,32,8,5,9,78,0,NA,2,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,3,2,2,1,8,0,2,2,2,1,2,3,4,5,4,5,3,4,3,4,4,5,3,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,5,3,2,16,1,27,5,22,4,13,9,6,2,23,20,29,28,18,21,14,26,10,25,30,19,15,17,8,3,12,7,11,24
2021-03-19 11:21:12,2021-03-19 11:37:00,0,100,947,1,2021-03-19 11:37:01,"R_1N3412JZK60S2Pf","anonymous","EN",1,0,9,5,1,0,1,4,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,1,1,3,0,2,1,1,1,0,2,1,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5,0,5,90,5,0,0,100,0,5,10,70,15,NA,4,5,NA,3,4,4,5,4,4,2,4,NA,NA,NA,4,4,5,2,3,4,2,NA,NA,1,10,1,6,6,5,2,3,1,NA,5,NA,NA,5,3,4,5,3,4,NA,4,4,6,2,NA,5,3,NA,5,NA,NA,5,NA,2,NA,7,NA,NA,NA,21,5,23,28,11,17,13,8,6,4,18,14,16,2,10,26,3,9,25,7,24,20,12,30,15,27,1,22,29,19
2021-03-19 14:48:50,2021-03-19 15:02:40,0,100,830,1,2021-03-19 15:02:41,"R_1ln6ybusC6ivJHc","anonymous","EN",1,1,9,5,1,0,1,4,1,NA,NA,NA,NA,NA,1,1,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,17,0,8,92,0,17,83,0,0,0,44,56,0,8,4,4,5,2,3,2,4,2,5,3,4,3,4,2,4,3,3,2,1,4,2,4,4,1,9,1,3,4,4,1,2,3,4,2,1,2,1,2,4,1,1,2,1,3,5,1,1,2,1,2,5,2,1,2,1,2,4,2,1,2,1,3,15,2,18,7,12,21,22,14,30,3,17,1,5,6,4,27,26,9,20,10,11,24,16,25,28,13,19,29,23,8
2021-03-19 20:56:19,2021-03-19 21:19:21,0,100,1381,1,2021-03-19 21:19:21,"R_27JsUMU1KNjcJSu","anonymous","EN",1,0,9,5,1,0,1,4,NA,NA,NA,NA,1,NA,4,1,1,NA,0,2,1,1,NA,0,2,1,1,NA,0,2,1,1,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0,2,5,90,5,5,0,95,0,14,20,61,5,12,4,5,5,2,4,4,5,4,4,4,4,3,4,3,4,5,4,4,5,4,4,3,4,1,9,1,3,3,2,1,2,3,5,4,1,3,1,2,5,5,1,3,1,2,6,3,1,2,1,1,6,2,1,2,1,2,5,2,6,3,2,1,2,6,14,25,15,8,5,10,23,18,19,1,28,7,16,9,20,17,27,26,12,13,30,29,22,21,3,24,4,11
2021-03-20 09:30:16,2021-03-20 11:22:17,0,100,6720,1,2021-03-20 11:22:17,"R_1JRb1fdLcHakkws","anonymous","EN",1,0,9,5,1,0,1,4,1,NA,NA,NA,NA,NA,4,1,1,3,0,1,1,1,1,0,1,1,1,3,0,1,1,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,5,5,0,100,0,0,100,0,12,0,18,60,10,14,4,5,5,NA,5,3,4,4,4,3,4,5,5,5,2,2,5,3,5,5,5,3,4,1,9,1,7,7,5,1,2,3,NA,1,1,1,1,1,4,1,1,1,1,1,NA,1,1,2,1,1,4,1,1,1,1,1,NA,1,1,1,1,1,4,18,11,3,2,17,12,15,29,22,30,20,8,10,23,1,9,5,26,25,24,13,27,21,6,16,14,7,19,28
2021-03-14 19:43:46,2021-03-14 19:43:58,0,3,12,0,2021-03-21 19:43:59,"R_2h6Y5dP2nfG23sJ","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23 17:08:28,2021-03-23 17:36:33,0,100,1685,1,2021-03-23 17:36:34,"R_psXNesGEk71MQsF","anonymous","EN",1,0,9,5,1,0,1,4,1,NA,NA,NA,NA,NA,2,2,1,3,0,1,1,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,0,0,100,0,0,0,100,0,25,50,25,0,15,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8,0,5,5,4,1,2,3,6,1,2,2,1,2,1,1,1,2,1,2,6,2,1,4,1,2,6,2,2,2,1,2,6,1,2,2,1,1,29,20,27,28,7,22,6,5,12,15,1,18,24,23,4,13,9,16,11,25,17,19,3,14,10,21,30,26,2,8
2021-03-17 00:45:33,2021-03-17 00:46:20,0,3,47,0,2021-03-24 00:46:26,"R_RwvQ5KVmfxi2jHb","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24 10:17:06,2021-03-24 10:33:33,0,100,987,1,2021-03-24 10:33:34,"R_3iDu0O6xB5IJ5AN","anonymous","EN",1,0,10,5,1,0,3,4,1,NA,NA,NA,NA,NA,2,1,1,1,0,1,2,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,0,100,0,0,100,0,0,29,42,29,0,20,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,2,4,2,2,4,4,1,8,1,3,3,3,1,3,2,5,5,2,4,2,2,5,2,2,2,2,2,4,2,2,4,4,4,4,2,2,5,2,2,2,5,5,4,2,5,18,8,4,14,2,28,6,17,12,22,7,5,10,16,3,13,23,11,24,30,29,1,20,25,27,26,19,15,21,9
2021-03-30 11:21:07,2021-03-30 11:31:03,0,100,595,1,2021-03-30 11:31:03,"R_4U5ynmvLSo8BNyp","anonymous","EN",1,0,9,5,1,0,10,4,1,NA,NA,NA,NA,NA,1,2,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,17,2,10,90,0,10,90,0,0,0,0,65,35,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,9,1,2,3,2,1,2,3,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,12,18,8,24,5,30,13,11,26,25,22,7,15,3,6,4,2,9,19,10,23,27,1,17,28,29,14,20,21,16
2021-04-05 10:01:33,2021-04-05 10:14:07,0,100,753,1,2021-04-05 10:14:07,"R_3PuJ1C6ZpDNA9Qa","anonymous","EN",1,0,9,5,1,0,1,4,1,NA,NA,NA,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,5,3,0,100,0,0,76,24,9,3,13,75,0,7,5,5,5,4,4,4,5,5,5,4,5,5,5,3,2,4,5,4,4,4,4,5,5,1,10,1,5,5,5,1,2,3,6,1,1,1,1,2,6,1,1,1,1,2,6,2,1,2,1,2,6,2,2,2,1,2,6,5,5,1,3,1,27,13,3,4,23,19,14,11,24,9,21,29,26,28,12,30,7,17,6,18,25,5,10,16,22,1,15,8,20,2
2021-04-05 11:45:25,2021-04-05 11:58:11,0,100,766,1,2021-04-05 11:58:12,"R_3G8R7P6QzKbv1Fd","anonymous","EN",1,0,9,5,1,0,10,4,1,NA,NA,NA,NA,NA,1,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,0,18,77,5,0,0,100,16,4,19,61,0,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,1,8,0,4,4,4,2,1,3,6,4,2,2,2,2,6,4,2,2,2,2,5,4,4,2,2,2,6,4,2,2,2,2,6,4,4,3,2,4,30,21,12,25,15,10,9,8,7,29,24,13,20,2,3,18,23,16,26,17,6,4,28,5,1,22,11,27,14,19
2021-03-29 17:18:51,2021-03-29 17:19:36,0,3,44,0,2021-04-05 17:19:36,"R_2uDGu6VFtRSF8Wd","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-05 17:33:27,2021-04-05 17:54:32,0,100,1265,1,2021-04-05 17:54:33,"R_3MbuJLDhbIrE37Z","anonymous","EN",1,0,9,5,1,0,1,4,NA,NA,NA,NA,1,NA,2,1,1,1,1,1,1,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,100,0,8,92,0,8,0,33,59,0,7,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,1,9,0,4,4,4,1,3,2,6,1,1,1,1,1,6,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,27,10,25,2,21,14,26,24,15,12,3,30,5,29,16,23,18,6,22,7,17,8,1,13,11,9,28,4,20,19
2021-03-29 21:37:57,2021-03-29 21:38:38,0,9,40,0,2021-04-05 21:38:39,"R_1Cg4fNzVVhvHA2o","anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-30 10:52:54,2021-03-30 10:54:09,0,9,75,0,2021-04-06 10:54:12,"R_2AE7U2yRIBBWaJw","anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-11 13:27:51,2021-04-11 13:28:10,0,100,19,1,2021-04-11 13:28:11,"R_21G4iZSd2JtHB9B","anonymous","EN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-04 13:55:03,2021-04-04 13:55:16,0,9,12,0,2021-04-11 13:55:17,"R_1LuHXgiGMgGqABe","anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-05 08:14:27,2021-04-05 08:14:42,0,3,14,0,2021-04-12 08:14:46,"R_2Sxg3XTy2VcJDNq","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-12 21:38:00,2021-04-12 21:42:35,0,100,275,1,2021-04-12 21:42:35,"R_2PdNzQKRkUg7SVj","anonymous","EN",1,2,9,3,1,0,4,4,NA,NA,NA,NA,NA,NA,1,5,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,9,0,5,95,0,11,68,21,5,8,8,79,0,5,4,3,4,4,3,4,5,3,4,4,5,4,3,4,3,4,5,4,3,4,4,4,5,1,8,0,3,3,3,1,2,3,5,2,3,2,2,2,2,1,3,2,2,2,5,2,2,2,2,2,5,3,3,2,2,2,5,7,7,7,5,5,19,4,10,24,7,27,25,5,26,1,22,17,6,13,20,3,29,23,21,11,30,18,2,14,15,8,12,28,9,16
2021-04-06 09:31:37,2021-04-06 09:31:51,0,3,14,0,2021-04-13 09:31:54,"R_SIV8EkAnCLfStLX","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-06 11:30:55,2021-04-06 11:31:13,0,9,18,0,2021-04-13 11:31:13,"R_yswygK4CQl9YFbj","anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-11 13:28:18,2021-04-11 13:37:14,0,9,536,0,2021-04-18 13:37:16,"R_2ZKADs6l2HJDvfv","anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
